NGDC_Ship,NGDC_Cruise,NGDC_Sample,NGDC_Serial,NGDC_Comment,Location,Location Type,Expedition,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,Google Earth Comment Field,serial,,
unknown,AUGIE,AUGIE-FL06-1B,553,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,AUGIE,FL,1,B,1B,AUGIE3-FH06-1B,AUGIE-FL06-1B,unknown,20061231,,USA,Montana,Lake,Craig Spencer,47.9,-114.1,883,general (location within lake/site unknown or not digitized),Augustana College,LacCore_MRPH,core,,0,0.525,PI,LacCoreID: AUGIE-FL06-1B / FieldID: AUGIE3-FH06-1B / Date: 2006-12-31 / Water Depth: m / Sediment Depth: 0-0.525m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,379,,1749
unknown,AUGIE,AUGIE-FL06-2A,554,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,AUGIE,FL,2,A,2A,AUGIE3-FH06-2A,AUGIE-FL06-2A,unknown,20061231,,USA,Montana,Lake,Craig Spencer,47.9,-114.1,883,general (location within lake/site unknown or not digitized),Augustana College,LacCore_MRPH,core,,0,0.375,PI,LacCoreID: AUGIE-FL06-2A / FieldID: AUGIE3-FH06-2A / Date: 2006-12-31 / Water Depth: m / Sediment Depth: 0-0.375m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,380,,1750
KKR II,FL1,FL1-FL00-10A,555,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,10,A,10A,FL00-10,FL1-FL00-10A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,3.605,,LacCoreID: FL1-FL00-10A / FieldID: FL00-10 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-3.605m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1357,,4082
KKR II,FL1,FL1-FL00-12A,556,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,12,A,12A,FL00-12,FL1-FL00-12A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.16,,LacCoreID: FL1-FL00-12A / FieldID: FL00-12 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-7.16m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1358,,4083
KKR II,FL1,FL1-FL00-1A,557,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,1,A,1A,FL00-1,FL1-FL00-1A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,6.28,,LacCoreID: FL1-FL00-1A / FieldID: FL00-1 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-6.28m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1359,,4084
KKR II,FL1,FL1-FL00-4A,558,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,4,A,4A,FL00-4,FL1-FL00-4A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,4.47,,LacCoreID: FL1-FL00-4A / FieldID: FL00-4 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-4.47m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1360,,4085
KKR II,FL1,FL1-FL00-6A,559,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,6,A,6A,FL00-6,FL1-FL00-6A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,5.65,,LacCoreID: FL1-FL00-6A / FieldID: FL00-6 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-5.65m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1361,,4086
KKR II,FL1,FL1-FL00-7A,560,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,7,A,7A,FL00-7,FL1-FL00-7A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,5.595,,LacCoreID: FL1-FL00-7A / FieldID: FL00-7 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-5.595m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1362,,4087
KKR II,FL1,FL1-FL00-8A,561,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,8,A,8A,FL00-8,FL1-FL00-8A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.23,,LacCoreID: FL1-FL00-8A / FieldID: FL00-8 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-7.23m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1363,,4088
KKR II,FL1,FL1-FL00-9A,562,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL1,FL,9,A,9A,FL00-9,FL1-FL00-9A,KKR II,20001231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.105,,LacCoreID: FL1-FL00-9A / FieldID: FL00-9 / Date: 2000-12-31 / Water Depth: m / Sediment Depth: 0-7.105m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1364,,4089
KKR II,FL2,FL2-FL03-14A,563,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,14,A,14A,FL-03-14,FL2-FL03-14A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,4.705,,LacCoreID: FL2-FL03-14A / FieldID: FL-03-14 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-4.705m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1365,,4090
KKR II,FL2,FL2-FL03-15A,564,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,15,A,15A,FL-03-15,FL2-FL03-15A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.69,,LacCoreID: FL2-FL03-15A / FieldID: FL-03-15 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-7.69m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1366,,4091
KKR II,FL2,FL2-FL03-16A,565,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,16,A,16A,FL-03-16,FL2-FL03-16A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.425,,LacCoreID: FL2-FL03-16A / FieldID: FL-03-16 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-7.425m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1367,,4092
KKR II,FL2,FL2-FL03-17A,566,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,17,A,17A,FL-03-17,FL2-FL03-17A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.763,,LacCoreID: FL2-FL03-17A / FieldID: FL-03-17 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-7.763m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1368,,4093
KKR II,FL2,FL2-FL03-18A,567,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,18,A,18A,FL-03-18,FL2-FL03-18A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.825,,LacCoreID: FL2-FL03-18A / FieldID: FL-03-18 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-7.825m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1369,,4094
KKR II,FL2,FL2-FL03-19A,568,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,19,A,19A,FL-03-19,FL2-FL03-19A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,6.46,,LacCoreID: FL2-FL03-19A / FieldID: FL-03-19 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-6.46m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1370,,4095
KKR II,FL2,FL2-FL03-19B,569,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,19,B,19B,FL-03-19A,FL2-FL03-19B,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,10.175,,LacCoreID: FL2-FL03-19B / FieldID: FL-03-19A / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-10.175m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1371,,4096
KKR II,FL2,FL2-FL03-21A,570,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,21,A,21A,FL-03-21,FL2-FL03-21A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,6.385,,LacCoreID: FL2-FL03-21A / FieldID: FL-03-21 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-6.385m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1372,,4097
KKR II,FL2,FL2-FL03-22A,571,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,22,A,22A,FL-03-22,FL2-FL03-22A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,8.63,,LacCoreID: FL2-FL03-22A / FieldID: FL-03-22 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-8.63m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1373,,4098
KKR II,FL2,FL2-FL03-24A,572,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,24,A,24A,FL-03-24,FL2-FL03-24A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,7.635,,LacCoreID: FL2-FL03-24A / FieldID: FL-03-24 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-7.635m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1374,,4099
KKR II,FL2,FL2-FL03-26A,573,Country: USA / State/Province: Montana / County/Region: Lake,Flathead Lake,lake,FL2,FL,26,A,26A,FL-03-26,FL2-FL03-26A,KKR II,20031231,,USA,Montana,Lake,Mark Hendrix,47.9,-114.1,883,general (location within lake/site unknown or not digitized),U.MT,U.MT,core,,0,10.305,,LacCoreID: FL2-FL03-26A / FieldID: FL-03-26 / Date: 2003-12-31 / Water Depth: m / Sediment Depth: 0-10.305m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1375,,4100
unknown,YNP2,YNP2-FLI09-1A,574,Country: USA / State/Province: Wyoming / County/Region: Park,Floating Island Lake,lake,YNP2,FLI,1,A,1A,Floating Island Lake,YNP2-FLI09-1A,unknown,20090208,0.24,USA,Wyoming,Park,"Teresa Krause, Cathy Whitlock",44.942162,-110.450457,2011,exact (read from GPS),Montana State University,Montana State University,core,,0,1.65,PI,LacCoreID: YNP2-FLI09-1A / FieldID: Floating Island Lake / Date: 2009-02-08 / Water Depth: 0.24m / Sediment Depth: 0-1.65m / Position: exact (read from GPS) / Sample Type: core,3885,,5348
unknown,ALE,ALE-13498-1A,575,Country: USA / State/Province: Alaska / County/Region: North Slope,Fog Lake 2,lake,ALE,134,1,A,1A,Fog Lake 2 (F2),ALE-13498-1A,unknown,19980713,19,USA,Alaska,North Slope,"Howard Mooers, Heidi Rantala",68.38,-142.37,572,general (location within lake/site unknown or not digitized),unknown,unknown,core,,0,2.42,PI,LacCoreID: ALE-13498-1A / FieldID: Fog Lake 2 (F2) / Date: 1998-07-13 / Water Depth: 19m / Sediment Depth: 0-2.42m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,307,,2592
unknown,ALE,ALE-13598-1A,576,Country: USA / State/Province: Alaska / County/Region: North Slope,Fog Lake 3,lake,ALE,135,1,A,1A,Fog Lake 3 (F3),ALE-13598-1A,unknown,19980713,21,USA,Alaska,North Slope,"Howard Mooers, Heidi Rantala",68.38,-142.37,572,general (location within lake/site unknown or not digitized),unknown,unknown,core,,0,3.67,PI,LacCoreID: ALE-13598-1A / FieldID: Fog Lake 3 (F3) / Date: 1998-07-13 / Water Depth: 21m / Sediment Depth: 0-3.67m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,308,,2593
unknown,FNDP1,FNDP1-FNDP04-1A,577,Country: USA / State/Province: Iowa / County/Region: AllamakeeI,Founders Pond,lake,FNDP1,FNDP,1,A,1A,Founders Core 1,FNDP1-FNDP04-1A,unknown,20041231,,USA,Iowa,AllamakeeI,Sara Bogen,43.0861,-91.1958,188,general (location within lake/site unknown or not digitized),U.WI-Madison,U.WI-Madison,core,,0,1.415,,LacCoreID: FNDP1-FNDP04-1A / FieldID: Founders Core 1 / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-1.415m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1392,,4965
unknown,FNDP1,FNDP1-FNDP04-2A,578,Country: USA / State/Province: Iowa / County/Region: AllamakeeI,Founders Pond,lake,FNDP1,FNDP,2,A,2A,Founders Core 2,FNDP1-FNDP04-2A,unknown,20041231,,USA,Iowa,AllamakeeI,Sara Bogen,43.0861,-91.1958,188,general (location within lake/site unknown or not digitized),U.WI-Madison,U.WI-Madison,core,,1,2.35,,LacCoreID: FNDP1-FNDP04-2A / FieldID: Founders Core 2 / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 1-2.35m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1393,,4966
unknown,FNDP1,FNDP1-FNDP04-3A,579,Country: USA / State/Province: Iowa / County/Region: AllamakeeI,Founders Pond,lake,FNDP1,FNDP,3,A,3A,Founders Core 3,FNDP1-FNDP04-3A,unknown,20041231,,USA,Iowa,AllamakeeI,Sara Bogen,43.0861,-91.1958,188,general (location within lake/site unknown or not digitized),U.WI-Madison,U.WI-Madison,core,,0,0.77,,LacCoreID: FNDP1-FNDP04-3A / FieldID: Founders Core 3 / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-0.77m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1394,,4967
unknown,FNDP2,FNDP2-FNDP05-1A,580,Country: USA / State/Province: Iowa / County/Region: AllamakeeI,Founders Pond,lake,FNDP2,FNDP,1,A,1A,,FNDP2-FNDP05-1A,unknown,20051231,,USA,Iowa,AllamakeeI,Sara Bogen,43.0861,-91.1958,188,general (location within lake/site unknown or not digitized),U.WI-Madison,U.WI-Madison,core,,0,6.63,,LacCoreID: FNDP2-FNDP05-1A / FieldID:  / Date: 2005-12-31 / Water Depth: m / Sediment Depth: 0-6.63m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1395,,4968
unknown,PEAT,PEAT-FCH81-42A,581,Country: Canada / State/Province: Nova Scotia / County/Region: ,Fourchu,wetland,PEAT,FCH,42,A,42A,8142,PEAT-FCH81-42A,unknown,19811231,,Canada,Nova Scotia,,"Paul Glaser, Eville Gorham, Joannes Janssens",45.712977,-60.27069,0,approximate (location/coordinates identified on a map),LacCore_Bell,LacCore_Bell,core,coordinate error,,,"Bell, Publication",LacCoreID: PEAT-FCH81-42A / FieldID: 8142 / Date: 1981-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2983,,4657
unknown,COOL,COOL-FOY06-1A,582,Country: USA / State/Province: Montana / County/Region: Flathead,Foy Lake,lake,COOL,FOY,1,A,1A,,COOL-FOY06-1A,unknown,20061231,,USA,Montana,Flathead,Anna Henderson,48.16124,-114.35073,1007,exact (read from GPS),LacCore_CivE,LacCore_CivE,grab,,0,,PI,LacCoreID: COOL-FOY06-1A / FieldID:  / Date: 2006-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: grab,910,,752
ice,FOY,FOY-FOY02-1A,583,Country: USA / State/Province: Montana / County/Region: Flathead,Foy Lake,lake,FOY,FOY,1,A,1A,Foy A1,FOY-FOY02-1A,ice,20020201,15.9,USA,Montana,Flathead,"Bryan Shuman, Jeffery Stone",48.1682,-114.35744,1007,approximate (location/coordinates identified on a map),LacCore_MRPH,LacCore_MRPH,core,,,,Publication,LacCoreID: FOY-FOY02-1A / FieldID: Foy A1 / Date: 2002-02-01 / Water Depth: 15.9m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,1396,,1447
ice,FOY,FOY-FOY02-3A,584,Country: USA / State/Province: Montana / County/Region: Flathead,Foy Lake,lake,FOY,FOY,3,A,3A,Foy C1,FOY-FOY02-3A,ice,20020201,7.9,USA,Montana,Flathead,"Bryan Shuman, Jeffery Stone",48.16824,-114.35659,1007,approximate (location/coordinates identified on a map),LacCore_MRPH,LacCore_MRPH,core,,,,Publication,LacCoreID: FOY-FOY02-3A / FieldID: Foy C1 / Date: 2002-02-01 / Water Depth: 7.9m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,1399,,1448
ice,FOY,FOY-FOY02-4A,585,Country: USA / State/Province: Montana / County/Region: Flathead,Foy Lake,lake,FOY,FOY,4,A,4A,Foy D1,FOY-FOY02-4A,ice,20020201,4,USA,Montana,Flathead,"Bryan Shuman, Jeffery Stone",48.16828,-114.35607,1007,approximate (location/coordinates identified on a map),LacCore_MRPH,LacCore_MRPH,core,,,,Publication,LacCoreID: FOY-FOY02-4A / FieldID: Foy D1 / Date: 2002-02-01 / Water Depth: 4m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,1401,,1449
unknown,OJB,OJB-FH07-1A,586,Country: Canada / State/Province: Ontario / County/Region: ,Frederick House Lake,lake,OJB,FH,1,A,1A,FH07-1,OJB-FH07-1A,unknown,20071231,1.3,Canada,Ontario,,Andy Breckenridge,48.65,-80.884,271,exact (read from GPS),University of Cinncinnati,LacCore_Como,core,,1.5,10.5,PI,LacCoreID: OJB-FH07-1A / FieldID: FH07-1 / Date: 2007-12-31 / Water Depth: 1.27m / Sediment Depth: 1.5-10.5m / Position: exact (read from GPS) / Sample Type: core,2863,,536
unknown,ED04,ED04-FRMT04-1A,587,Country: USA / State/Province: Minnesota / County/Region: Murray,Fremont Lake,lake,ED04,FRMT,1,A,1A,,ED04-FRMT04-1A,unknown,20041231,,USA,Minnesota,Murray,Mark Edlund,44.1475,-95.6797,452,general (location within lake/site unknown or not digitized),SCWRS,SCWRS,core,,,,,LacCoreID: ED04-FRMT04-1A / FieldID:  / Date: 2004-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,1101,,3991
unknown,COOL,COOL-1906-1A,588,Country: USA / State/Province: Oregon / County/Region: Wasco,Frog Lake,lake,COOL,19,1,A,1A,,COOL-1906-1A,unknown,20061231,,USA,Oregon,Wasco,Anna Henderson,45.2191,-121.69561,1182,exact (read from GPS),LacCore_CivE,LacCore_CivE,grab,,0,,PI,LacCoreID: COOL-1906-1A / FieldID:  / Date: 2006-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: grab,842,,783
unknown,SHANE,SHANE-14786-1A,589,Country: USA / State/Province: Ohio / County/Region: Champaign,Fudger Lake,lake,SHANE,147,1,A,1A,1,SHANE-14786-1A,unknown,19860531,6.7,USA,Ohio,Champaign,Linda Shane,40.1021,-83.5342,316,exact (read from GPS),LacCore_Bell,LacCore_Bell,core,,0,17.67,Bell,LacCoreID: SHANE-14786-1A / FieldID: 1 / Date: 1986-05-31 / Water Depth: 6.7m / Sediment Depth: 0-17.67m / Position: exact (read from GPS) / Sample Type: core,3228,,3674
unknown,OJB,OJB-GA07-1A,590,Country: Canada / State/Province: Ontario / County/Region: ,Gardiner Lake,lake,OJB,GA,1,A,1A,GA07-1,OJB-GA07-1A,unknown,20071231,4.7,Canada,Ontario,,Andy Breckenridge,49.30083,-81.03142,235,exact (read from GPS),University of Cinncinnati,LacCore_Como,core,,4.5,11.5,PI,LacCoreID: OJB-GA07-1A / FieldID: GA07-1 / Date: 2007-12-31 / Water Depth: 4.7m / Sediment Depth: 4.5-11.5m / Position: exact (read from GPS) / Sample Type: core,2864,,537
unknown,OJB,OJB-GA07-1B,591,Country: Canada / State/Province: Ontario / County/Region: ,Gardiner Lake,lake,OJB,GA,1,B,1B,GA07-02,OJB-GA07-1B,unknown,20071231,4.7,Canada,Ontario,,Andy Breckenridge,49.30083,-81.03142,235,exact (read from GPS),University of Cinncinnati,LacCore_Como,core,,5.5,11,PI,LacCoreID: OJB-GA07-1B / FieldID: GA07-02 / Date: 2007-12-31 / Water Depth: 4.7m / Sediment Depth: 5.5-11m / Position: exact (read from GPS) / Sample Type: core,2865,,538
ice,WISP,WISP-GENO05-1A,592,Country: USA / State/Province: Wisconsin / County/Region: Burnett,Genos Lake,lake,WISP,GENO,1,A,1A,Genos,WISP-GENO05-1A,ice,20051231,,USA,Wisconsin,Burnett,Randy Calcote,45.928,-92.083,306,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,,PI,LacCoreID: WISP-GENO05-1A / FieldID: Genos / Date: 2005-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,3754,,4782
